key,en,es,pt_BR
DLG14_1705090606,"I've been pretty good to you, Nabig. I'll continue to let you go where you need to go...","He sido bastante buena contigo, Nabig. Seguiré dejando que vayas a donde tengas que ir...","Eu tenho sido bem legal com você, Nabig. Eu continuarei deixando você ir aonde você precisa ir…"
DLG29_1705354727,I hear noises on the roof of the carriages...,Escucho ruidos en el techo de los vagones...,Eu ouço sons no teto dos vagões…
DLG4_1671134583,"So you've done your homework? Good for you, boy.","¿Así que has hecho tu tarea? Qué bien por ti, chico.","Então você fez a lição de casa? Bom para você, garoto."
DLG3_1725643091,At the moment we can only offer you drinks.,De momento solo podemos ofrecerle bebidas.,No momento só podemos te oferecer bebidas.
DLG4_1724085796,Uhm... you look a little exhausted...,Uhm... te veo algo agotado...,Uhm... você parece um pouco exausto…
DLG41_1705090606,The citizens of Birstall profess a religion that flies in the face of logic.,Los ciudadanos de Birstall profesan una religión que va en contra de la lógica.,Os cidadãos de Birstall seguem uma religão que desafia a lógica.
DLG63_1705090606,I'm sure she will at least let them do their job.,Estoy segura que al menos ella les dejara hacer su trabajo.,Tenho certeza que ela pelo menos nos deixará fazer o trabalho.
DLG20_1705010680,"If you know how to use them at the right moment, they help you a lot on the battlefield.",Si sabes usarlos en el momento adecuado te ayudan bastante en el campo de batalla.,"Se você sabe como usá-los no momento certo, será de grande valia no campo de batalha."
DLG3_1709065925,Mrs. Alessa...,Señora Alessa...,Senhora Alessa...
DLG1_1708468117,There is a text at the foot of the statue...,Hay un texto a los pies de la estatua...,Há um texto ao pé da estátua…
DLG5_1723066397,What is that on the table?,¿Qué es eso que está en la mesa?,O que é isso na mesa?
DLG16_1677779048,Make fire emerge from the depths.,Que el fuego emerga desde las profundidades.,Que as chamas emerjam das profundezas.
DLG3_1686779687,"What took you so long?! I was here for a while, thought it would be my end.","¿¡Por qué te has tardado tanto!? Estuve aquí mucho tiempo, pensé que sería mi fin.","E a demora?! Eu estava aqui faz tempo, pensava que seria o meu fim."
DLG6_1704732290,The doctor said you suffered a chlorine gas attack.,El médico dijo que sufriste un ataque de gas cloro.,O médico disse que você sofreu um ataque de gás cloro.
DLG10_1690912410,It was to be expected that john' scum would use children for dirty work....,Era de esperarse que esa basura de john use a niños para el trabajo sucio...,Já era esperado que aquele babaca do john usaria crianças para o trabalho sujo....
DLG4_1712764975,For the resurrection of Athos to take place... Sacrifices must be made according to his will.,Para que la resurrección de Athos se dé... Sacrificios deben hacerse según su voluntad.,Para que a ressurreição de Athos aconteça... Sacrifícios precisam ser feitos de acordo com sua vontade.
DLG23_1704732290,Anyway... it's your decision.,En fin... es tu decisión.,De qualquer maneira… é a sua decisão.
DLG5_1723844799,"I have good news Nabig, I have been promoted to the rank of Alchemist.","Tengo buenas noticias señorita Nabig, me han promovido al rango de Alquimista.","Eu tenho ótimas notícias Nabig, fui promovido a Alquimista."
DLG14_1706222258,Do I know you?,¿Te conozco?,Te conheço?
DLG23_1671137942,"Don't give up hope, Nabig.",No pierdas las esperanzas Nabig.,"Nabig, não perca as esperanças."
IUNDERSTAND,I understand...,Entiendo...,Entendo…
DLG34_1671137942,Eh?,¿Eh?,Eh?
DLG26_1718897790,I have a rare box-shaped object that might be worth something. It's called [color=yellow]Daguerreotype[/color].,Tengo un objeto raro con forma de caja que podría valer algo. Se llama [color=yellow]Daguerrotipo.[/color],Eu tenho um raro objeto em forma de caixa que pode valer alguma coisa. É chamado de [color=yellow]Daguerreótipo[/color].
DLG17_1723667871,You are not on john' side?,¿No estás del lado de john?,Você não está do lado do john?
DLG16_1723667871,Yes... you have what it takes... You will be useful to me.,Sí... tienes lo necesario... Me serás de utilidad.,Sim... você tem o necessário... Você será útil para mim.
DLG17_1722530103,"Jean Neumann had discovered a way to reverse this process, creating the ""inverse dispersion prism"".","Jean Neumann había descubierto la manera de invertir este proceso, creando el ""Prisma de dispersión inversa"".","Jean Neumann descobriu uma forma de reverter esse processo, criando o ""prisma de dispersão reverso""."
DLG28_1677779048,"Control this atomic movement, and once you do...","Controla ese movimiento atómico, y una vez que lo logres...","Controle este movimento atômico, ao conseguir fazê-lo…"
DLG30_1705354727,I'd better hurry up and get this thing done.,Mejor me doy prisa y termino con este asunto.,É melhor me apressar e terminar com isso.
DLG36_1718897790,"Thank you. I have three kittens, they are sneaky and don't go near strangers.","Gracias. Tengo tres gatitos, son escurridizos y no se acercan a desconocidos.","Obrigado. Eu tenho três gatinhos, eles são bem ariscos e não ficam perto de estranhos."
DLG5_1705071479,"Ah... just now, what a nuisance...","Ah... justo ahora, qué molestia...","Ah... logo agora, mas que aborrecimento…"
DLG10_1705075346,"Oh, wait, you don't have [color=yellow]Sulfuric acid[/color]?","Oh, espera, ¿no traes [color=yellow]Ácido sulfúrico[/color]?","Oh, espere, você não tem [color=yellow]Ácido sulfúrico[/color]?"
DLG56_1718897790,So this is the Daguerreotype...,Ya... así que este es el Daguerrotipo...,Então este é o Daguerreótipo...
DLG24_1722530103,"Strange, how did the Ahuizotes know about Neumann's research?","Es extraño, ¿cómo los Ahuizotes sabían de su investigación?","Estranho, como os Ahuizotes sabiam do estudo de Neumann?"
DLG34_1706222258,"Don't worry, I didn't come to this city with hostile intentions, I'm just going to do some culinary tourism.","Descuida, no vine a esta ciudad con intenciones hostiles, solo haré algo de turismo culinario.","Não se preocupe, eu não vim à esta cidade com intenções hostis, estou apenas fazendo turismo culinário."
DLG43_1718897790,I see... in short. Is it three cats I have to find?,Ya... en resumen. ¿Son tres gatos los que debo encontrar?,Entendo... resumindo. São três gatos que eu tenho que encontrar?
DLG11_1718387263,john... I'm making sure you go out slow.,Maldito john... me aseguraré de que tengas una muerte lenta y dolorosa.,Maldito john... Terei a certeza que você morra de uma forma lenta e dolorosa.
DLG11_1705075346,It is a necessary compound in transmutation. [color=yellow]The store[/color] nearby sells Sulfuric Acid to official Alchemists.,Es un compuesto necesario en la transmutación. [color=yellow]La tienda[/color] que está cerca vende Ácido sulfúrico a los Alquimistas oficiales.,É um componente necessário na transmutação. [color=yellow]A loja[/color] próxima vende Ácido Sulfúrico para Alquimistas oficiais.
DLG6_1722530103,He was an important scientist specialized in optics...,Fue un importante cientifico especializado en óptica...,Ele foi um importante cientista especializado em ótica…
DLG27_1722530103,"Anyway, we have not found any other clues in their laboratory that could lead us to the Ahuizotes' true intentions...","En fin, no hemos encontrado más pistas en su laboratorio que nos guíen hacia las verdaderas intenciones de los Ahuizotes..","De qualquer forma, nós não encontramos qualquer outra pista no laboratório que nos leve às verdadeiras intenções dos Ahuizotes..."
HOWCUTE,How cute...,Qué lindo...,Que lindo…
DLG2_1723066161,There is something blocking the way...,Hay algo que impide el paso...,Tem algo bloqueando o caminho…
DLG2_1726182471,It's a good thing you've arrived...,Qué bueno que has llegado...,Que bom que chegou…
DLG3_1705004200,Huh?,¿Eh?,Huh?
DLG10_1713547682,My name is shay Avicenna. [color=yellow]Adeptis Quinto.[/color],Mi nombre es shay Avicena. [color=yellow]Adeptis Quinto.[/color],Meu nome é shay Avicenna. [color=yellow]Adeptis Quinto.[/color]
DLG13_1705010680,"Oh, Nabig, how nice to see you again.","Oh, Nabig, qué gusto verte de nuevo.","Oh, Nabig, que bom te ver novamente."
DLG2_1726501446,"I was good to you, but you're no good to me anymore.","Fui bueno contigo, pero ya no me sirves para nada.","Eu fui bom com você, mas você não tem mais nenhuma serventia."
DLG6_1726182471,"No time to lose! Ah! I was completely defeated... I was confident of my strength, but it wasn't enough...","¡No hay que perder tiempo! ¡Ah! me ha vencido completamente... estaba confiado de mi fuerza, pero no ha sido suficiente...","Não há tempo a perder! Ah! Me derrotou completamente... Eu estava tão confiante da minha força, mas não foi o bastante…"
DLG5_1722530103,Jean Neumann? Who is he?,¿Jean Neumann? ¿Quién es él?,Jean Neumann? Quem é ele?
DLG8_1712163955,We must meet him at the Abbey of Athos.,Debemos reunirnos con él en la Abadía de Athos.,Nós devemos encontrá-lo na Abadia de Athos.
DLG4_1723066161,"It seems that  Neuman has put up a barrier that prevents us from seeing more of his lab, even the Ahuizotes have not been able to remove it.","Al parecer Jean Neuman ha puesto una barrera que impide ver más de su laboratorio, incluso los Ahuizotes no han podido quitarla.","Parece que Neumann colocou uma barreira que nos previne de ver mais coisas em seu laboratório, até mesmo os Ahuizotes não são capazes de remover."
DLG18_1671137942,"They want to create the ultimate Iron Alchemist, someone with a lot of power...","Ellos quieren crear al Alquimista de Hierro definitivo, alguien con mucho poder...","Eles querem criar o Alquimista de Aço definitivo, alguém com muito poder…"
DLG7_1704732290,It has been one week since the treatment started.,Ha pasado una semana desde que comenzó el tratamiento.,Se passou uma semana desde que o tratamento se iniciou.
DLG8_1677104432,I often have the same dream.,A menudo tengo el mismo sueño.,Frequentemente eu tenho esse mesmo sonho.
DLG19_1706222258,"And keep your composure Nabig, let's avoid unnecessary damage.","Y mantenga la compostura señorita Nabig, evitemos daños innecesarios.","E mantenha sua compostura Nabig, vamos evitar danos desnecessários."
STAYBACKAURA,"Stay behind me, Aura.","Quédate detrás de mí, Aura.","Fique atrás de mim, Aura."
DLG8_1718897790,And you are also a bounty hunter.,Y también es un cazarrecompensas.,E você também é um caçador de recompensas.
DLG26_1705071479,"In any case, it would not be possible since the Ahuizotes' bodies disintegrate for some reason when they die.",De todas formas no se podría ya que los cuerpos de los Ahuizotes se desintegran por alguna razón al morir.,"De qualquer forma, isso não seria possível já que os corpos dos Ahuizotes desintegram quando morrem por algum motivo."
DLG10_1719417607,But we will not let her sacrifice be in vain.,Pero no dejaremos que su sacrificio sea en vano.,Mas não deixaremos o sacrifício dela ser em vão.
DLG17_1686779687,This is [color=yellow]Magnesium Powder[/color].,Esto es [color=yellow]Polvo de Magnesio.[/color],Se chama [color=yellow]Pó de Magnésio[/color].
DLG13_1718897790,And your father offered me something in exchange for helping him.,Y tu padre me ofreció algo a cambio de ayudarle.,E seu pai me ofereceu algo em troca de ajudá-lo.
DLG5_1705004200,"Yes, my name is Gabriel Éclair.","Sí, me llamo Gabriel Éclair.","Sim, meu nome é Gabriel Éclair."
DLG14_1677779048,You will be able to make the earth tremble.,Serás capaz de hacer que la tierra se estremezca.,Você será capaz de estremecer a terra.
DLG26_1719417607,"The Order managed to control the situation by dismantling their marketing networks, but shay had escaped and we have not been able to trace his whereabouts since.","La Orden logró controlar la situación desmantelando sus redes de mercadeo, pero shay había escapado y no hemos podido dar con su paradero desde entonces.","A Ordem conseguiu controlar a situação ao desmantelar a rede de publicidade deles, mas shay conseguiu escapar e não fomos capazes de rastrear seu paradeiro desde então."
DLG10_1723844799,I understand you...,Te entiendo...,Te entendo…
DLG42_1718748417,"Thank you very much, Miss...","Muchas gracias, señorita...","Muito obrigado, Senhorita..."
DLG2_1723667777,I feel the presence of someone...,Siento la presencia de alguien...,Eu sinto a presença de alguém…
DLG21_1722530103,And where is Neumann now?,¿Y en donde está Neumann ahora?,E onde está Neumann agora?
DLG2_1726588962,"Nabig, next time you won't be so lucky.","Nabig, la proxima vez no tendrás tanta suerte.","Nabig, próxima vez você não será tão sortuda."
DLG3_1675875857,But you have already lost the battle by confronting me.,Pero la batalla ya la has perdido al enfrentarte a mí.,Mas você já perdeu a batalha ao me confrontar.
DLG49_1671137942,What the heck are you doing here?,¿Qué rayos haces aquí?,Que diabos está fazendo aqui?
DLG7_1690912429,"But he also has little experience, he does not seem to be able to manipulate large quantities of the element or generate Ozone.","Pero también tiene poca experiencia, no parece ser capaz de manipular grandes cantidades del elemento o generar Ozono.","Mas ele é bem inexperiente, ele aparenta não ser capaz de manipular grandes quantidades do elemento ou gerar Ozônio."
DLG5_1712764975,Y'all are seriously messed up.,Ustedes realmente están mal de la cabeza.,Vocês tem problema na cabeça.
DLG1_1706222258,Hey Miss.,Hey Señorita.,Ei Senhorita.
DLG9_1677779048,Don't let his sacrifice be in vain.,No dejes que su sacrificio sea en vano.,Não deixe que seu sacrifício seja em vão.
DLG41_1723066397,That child is the same one I knew at the orphanage...,Ese niño es el mismo que yo conocí en el orfanato...,Essa criança é a mesma que eu conhecia no orfanato…
DLG43_1705004200,"Don't push me, things have happened. I'll figure out a way to bring her back.","No me presiones, han pasado cosas. Ya veré la manera de traerla.","Não me pressione, coisas aconteceram. Eu acharei um jeito de tê-la de volta."
DLG29_1705010680,"After helping in The Order, I am completely exhausted.","Después de haber ayudado en La Orden, estoy completamente agotado.","Após ajudar A Ordem, estou completamente exausto."
DLG4_1725643091,Ah... I really need to buy the saucer I was ordered...,Ah... realmente necesito comprar el platillo que me encargaron...,Ah... Eu realmente preciso comprar o prato que eu pedi…
DLG55_1718897790,"Here, this is the box I mentioned to you.","Tenga, esta es la caja que le había mencionado.","Aqui está, esta é a caixa que falei a você."
DLG28_1705010680,But?,¿Pero?,Mas?
DLG3_1724085796,Hello Nabig!,¡Hola Nabig!,Olá Nabig!
DLG16_1722530103,It is known that visible light is actually composed of all colors and that by using a prism light can be broken down.,Se sabe que la luz visible está realmente compuesta de todos los colores y que usando un prisma se puede descomponer la luz.,É conhecido que a luz visível é composta de todas a cores e ao usar um prisma a decompõe.
DLG17_1705004200,I guess I'll keep an eye out if I find anything.,Supongo que estaré atenta si encuentro algo.,Eu acho que ficarei de olho se encontro algo.
DLG25_1722530103,Possibly someone among them knew Neumann very well.,Posiblemente alguien de ellos conocía muy bien a Neumann.,Possivelmente alguém entre eles conhecia Neumann muito bem.
DLG12_1690912429,Lord Trithemius has granted me an Elemental Circuit to manipulate small amounts of [color=yellow]Aluminum[/color].,El señor Trithemius me ha otorgado un Circuito Elemental para manipular pequeñas cantidades de [color=yellow]Aluminio.[/color],Vossa Eminência Lorde Trithemius me concedeu um Circuito Elemental que manipula pequenas quantidades de [color=yellow]Alumínio[/color].
DLG8_1723844799,"Heh, heh, heh... Although I must say it's been exhausting...","Je, je, je... Aunque debo decir que está siendo agotador...","He, he, he... Porém, eu devo dizer que tem sido bem exaustivo..."
DLG51_1718897790,"There, there are the three cats I found in the_outpost.","Listo, ahí están los tres gatos que encontré en the_outpost.","Aqui, aqui estão os três gatos que encontrei em the_outpost."
DLG19_1723667871,"We only grant part of our power, but we do not covenant any allegiance.","Nosotros solamente otorgamos parte de nuestro poder, pero no pactamos ninguna lealtad.","Nós apenas concedemos parte do nosso poder, mas nós não firmamos nenhum pacto de lealdade."
DLG31_1705010680,What is it?,¿Qué cosa?,O que seria?
DLG38_1718748417,Stay close to me,Mantente cerca de mí,Fique perto de mim
DLG2_1678397417,"When handling, please note that they are resistant to impact [color=yellow]but not to prolonged exposure to fire/heat.[/color]","Al manipular estos contenedores, tenga en cuenta que son resistentes al impacto, [color=yellow]pero no a la exposición prolongada al fuego/calor.[/color]","Ao manipular estes contêineres, por favor saiba que são resistentes ao impacto, [color=yellow] mas não à exposição prolongada ao fogo ou calor.[/color]"
DLG2_1726523748,Ah... Did we make it?,Ah... ¿Lo logramos?,Ah...conseguimos?
DLG1_1712253339,What the hell was that?,¿Qué demonios ha sido eso?,Mas que diabos foi isso?
DLG15_1724085796,"Nabig, excuse me for butting in, but why did you decide to become an Alchemist?","Este... señorita Nabig, perdón que me entrometa, ¿pero por qué decidió usted ser Alquimista?","Nabig, me desculpe por me intrometer, mas qual foi o motivo que você decidiu se tornar uma Alquimista?"
DLG8_1718312954,"elsa Boyle, [color=yellow]Adeptis tercera.[/color]","elsa Boyle, [color=yellow]Adeptis tercera.[/color]","elsa Boyle, [color=yellow]Adeptis tercera.[/color]"
DLG23_1722530103,I am not surprised...,No me sorprende...,Não me surpreende…
DLG9_1718897790,I guess...,Supongo...,Provavelmente…
DLG15_1690912410,"The Order killed my father, who was only helping the noble cause of the Ahuizotes...","La Orden mató a mi padre, quien solo ayudaba a la noble causa de los Ahuizotes...","A Ordem matou meu pai, que estava apenas ajudando a nobre causa dos Ahuizotes..."
DLG5_1719417607,"As expected, the Ahuizotes were behind the assault.","Como era de esperarse, los Ahuizotes estaban detrás del asalto.","Como esperado, os Ahuizotes estavam por trás do assalto."
DLG15_1706222258,Our lord has informed us of your actions against the Ahuizotes.,Nuestro señor nos ha puesto al tanto de tus acciones contra los Ahuizotes.,Vossa Eminência nos informou sobre suas ações contra os Ahuizotes.
DLG41_1671137942,"Uh, well... I think... Who are you? How do you know my name?","Eh... bien, creo... ¿quién eres tú? ¿cómo sabes mi nombre?","Uh...bem, eu acho...Quem é você? Como sabe o meu nome?"
DLG4_1726182471,"The peace in the entire continent is in danger, he must be stopped before he releases the seal.","La paz en todo el continente está en peligro, debe ser detenido antes que libere el sello.","A paz no continente inteiro está em perigo, ele deve ser parado antes de liberar o selo."
DLG27_1705004200,That's all I can say.... If you find anything please come and see me.,Eso es todo lo que puedo decir... Si encuentra algo por favor venga a verme.,Isso é tudo que eu posso dizer.... Se encontrar algo por favor venha aqui e me conte.
DLG14_1718748417,Someone has killed these Ahuizotes... You haven't seen anyone else?,Alguien ha asesinado estos Ahuizotes... ¿No has visto a nadie más?,Alguém matou esses Ahuizotes... Você não viu algo mais?
DLG3_1726523748,Yes! We've broken their titanium!,¡Sí! ¡Hemos roto a su titanio!,Sim! Conseguimos quebrar o titânio!
DLG3_1712163955,"Brother, stop right now.","Hermano, detente ahora mismo.","Irmão, pare agora mesmo."
DLG45_1718897790,Thank you Nabig.,Gracias señorita Nabig.,Obrigado Nabig.
DLG22_1705090606,Excellent. I'm glad you understood.,Excelente. Me alegra que lo hayas entendido.,Excelente. Fico feliz que entendeu.
DLG5_1709065925,Ah... Do I have to go?,Ah... ¿Tengo que ir?,Ah... Eu tenho que ir?
DLG18_1712163955,Our Lord has not commanded me to fight an Alchemist.,Nuestro Señor no me ha ordenado pelear contra una Alquimista.,Vossa Eminência não me ordenou lutar contra uma Alquimista.
DLG28_1724085796,You're alright. Don't sell yourself short.,No está mal. No te subestimes.,Você está bem. Não se subestime.
DLG29_1677779048,The pain will disappear.,El dolor desaparecerá.,A dor desaparecerá.
DLG23_1718897790,"And since there is still danger in the_outpost, I cannot go there.","Y como sigue habiendo peligro en the_outpost, no puedo ir allá.","E desde que ainda é perigoso em the_outpost, eu não posso ir até lá."
DLG2_1726504460,"You see? No matter what you do, you're still the same pathetic little nobody to me.","¿Lo ves? No importa nada de lo que hagas, para mí sigues siendo el mismo patético don nadie.","Percebe? Não importa o que você faz, para mim você sempre será o mesmo don-ninguém patético."
DLG4_1712768333,You have no choice but to surrender or die.,Ya no tienes otra opción mas que rendirte o morir.,Você não tem escolha apenas em se render ou morrer.
DLG23_1712163955,You scared to fight or something?,¿Acaso tienes miedo de pelear?,Está com medo de lutar?
DLG35_1671137942,Nabig!,¡Nabig!,Nabig!
DLG34_1705010680,Yeah... So I bring you food and it will help me improve my Elemental Circuits?,Ya... ¿Así que le traigo comida y me ayudará a mejorar mis Circuitos Elementales?,"Entendo… Então se eu trouxer comida, você me ajudará a melhorar meus Circuitos Elementais?"
DLG13_1677779048,"But first, your power must awaken…",Pero antes tu poder debe despertar...,"Mas primeiro, seu poder precisa ser despertado…"
DLG42_1723066397,john... What is that bastard up to with all this?,john... ¿Ese bastardo qué es lo que pretende con todo esto?,john... O que esse maldito pretende com tudo isso?
DLG4_1722530103,"I have been ordered to investigate this place, it is a secret entrance to the laboratory of [color=yellow]Jean Neumann.[/color]","Me han ordenado investigar este lugar, es una entrada secreta al laboratorio de [color=yellow]Jean Neumann.[/color]","Me ordenaram  a investigar esse lugar, é uma entrada secreta ao laboratório do [color=yellow]Jean Neumann.[/color]"
DLG19_1712163955,I only came for my brother.,Solo he venido por mi hermano.,Eu apenas vim pelo meu irmão.
DLG15_1718897790,Huh? Yes... thanks anyway.,¿Eh? Sí... gracias de todas formas.,Huh? Sim... obrigado por tudo.
DLG27_1705010680,I would like to help my dear student improve their Elemental Circuits. But...,Me gustaría ayudar a mi querido discípulo a mejorar sus Circuitos Elementales. Pero...,Eu gostaria de ajudar ao meu querido discípulo a melhorar os Circuitos Elementais. Mas…
